restaurant_id,restaurant_name,city,cuisine_category,seats,year_opened,permit_status
R0093,Neuse Creamery,Raleigh,Breakfast,129,2007,Active
R0094,Tucker Supper Club,Durham,Delivery,91,1997,Active
R0094,Tucker Supper Club,Durham,Pizza,91,1997,Active
R0094,Tucker Supper Club,Durham,Vegan,91,1997,Active
R0094,Tucker Supper Club,Durham,Italian,91,1997,Active
R0095,Morgan Taqueria,Durham,Vegan,96,2016,Active
R0095,Morgan Taqueria,Durham,Sports Bar,96,2016,Active
R0095,Morgan Taqueria,Durham,Seafood,96,2016,Active
R0095,Morgan Taqueria,Durham,Food Truck,96,2016,Active
R0095,Morgan Taqueria,Durham,Halal,96,2016,Active
R0096,Pullen Creamery,Fuquay-Varina,Breakfast,117,1993,Active
R0096,Pullen Creamery,Fuquay-Varina,Bakery,117,1993,Active
R0096,Pullen Creamery,Fuquay-Varina,Vegetarian Options,117,1993,Active
R0096,Pullen Creamery,Fuquay-Varina,Coffee,117,1993,Active
R0096,Pullen Creamery,Fuquay-Varina,Mexican,117,1993,Active
R0097,Crabtree Roasters,Raleigh,Bakery,49,2016,Active
R0097,Crabtree Roasters,Raleigh,Halal,49,2016,Active
R0097,Crabtree Roasters,Raleigh,Late Night,49,2016,Active
R0097,Crabtree Roasters,Raleigh,Vegetarian Options,49,2016,Active
R0097,Crabtree Roasters,Raleigh,Pizza,49,2016,Active
R0097,Crabtree Roasters,Raleigh,Catering,49,2016,Active
R0097,Crabtree Roasters,Raleigh,Coffee,49,2016,Active
R0097,Crabtree Roasters,Raleigh,Vegan,49,2016,Active
R0098,Davie Roasters,Fuquay-Varina,Halal,116,2016,Active
R0098,Davie Roasters,Fuquay-Varina,Food Truck,116,2016,Active
R0099,Fayetteville Bistro,Garner,Vegan,76,2020,Active
R0099,Fayetteville Bistro,Garner,Late Night,76,2020,Active
R0099,Fayetteville Bistro,Garner,Catering,76,2020,Active
R0099,Fayetteville Bistro,Garner,Mexican,76,2020,Active
R0099,Fayetteville Bistro,Garner,Vegetarian Options,76,2020,Active
R0099,Fayetteville Bistro,Garner,Delivery,76,2020,Active
R0100,Peace Counter,Wake Forest,Southern,34,1998,Active
R0100,Peace Counter,Wake Forest,BBQ,34,1998,Active
R0100,Peace Counter,Wake Forest,Delivery,34,1998,Active
R0100,Peace Counter,Wake Forest,Bakery,34,1998,Active
R0101,Wilmington Deli,Holly Springs,BBQ,91,2023,Active
R0101,Wilmington Deli,Holly Springs,Vietnamese,91,2023,Active
R0101,Wilmington Deli,Holly Springs,Seafood,91,2023,Active
R0101,Wilmington Deli,Holly Springs,Buffet,91,2023,Active
R0101,Wilmington Deli,Holly Springs,Sports Bar,91,2023,Active
R0102,Harrington Public House,Apex,Vietnamese,32,1994,Active
R0102,Harrington Public House,Apex,Pizza,32,1994,Active
R0102,Harrington Public House,Apex,Food Truck,32,1994,Active
R0102,Harrington Public House,Apex,Vegetarian Options,32,1994,Active
R0102,Harrington Public House,Apex,Catering,32,1994,Active
R0102,Harrington Public House,Apex,Vegan,32,1994,Active
R0103,Tucker Roasters,Fuquay-Varina,Food Truck,34,1991,Active
R0103,Tucker Roasters,Fuquay-Varina,Vegetarian Options,34,1991,Active
R0103,Tucker Roasters,Fuquay-Varina,Vietnamese,34,1991,Active
R0104,Falls Provisions,Fuquay-Varina,Breakfast,23,1992,Active
R0105,Person Table,Knightdale,Pizza,162,1980,Active
R0105,Person Table,Knightdale,BBQ,162,1980,Active
R0105,Person Table,Knightdale,Vietnamese,162,1980,Active
R0106,Hillsborough Roasters,Fuquay-Varina,Pizza,80,1989,Active
R0106,Hillsborough Roasters,Fuquay-Varina,Seafood,80,1989,Active
R0107,Cabarrus Counter,Apex,Buffet,47,1996,Active
R0107,Cabarrus Counter,Apex,Italian,47,1996,Active
R0107,Cabarrus Counter,Apex,Southern,47,1996,Active
R0107,Cabarrus Counter,Apex,Food Truck,47,1996,Active
R0107,Cabarrus Counter,Apex,Sports Bar,47,1996,Active
R0107,Cabarrus Counter,Apex,Coffee,47,1996,Active
R0108,Neuse Bistro,Apex,BBQ,189,1976,Active
R0108,Neuse Bistro,Apex,Vegan,189,1976,Active
R0109,Hillsborough Table,Holly Springs,Mexican,86,1983,Active
R0109,Hillsborough Table,Holly Springs,Southern,86,1983,Active
R0109,Hillsborough Table,Holly Springs,Food Truck,86,1983,Active
R0109,Hillsborough Table,Holly Springs,Seafood,86,1983,Active
R0109,Hillsborough Table,Holly Springs,Halal,86,1983,Active
R0109,Hillsborough Table,Holly Springs,Delivery,86,1983,Active
R0109,Hillsborough Table,Holly Springs,BBQ,86,1983,Active
R0110,Trinity Tavern,Holly Springs,Seafood,43,1987,Active
R0110,Trinity Tavern,Holly Springs,Vietnamese,43,1987,Active
R0110,Trinity Tavern,Holly Springs,Thai,43,1987,Active
R0110,Trinity Tavern,Holly Springs,Mexican,43,1987,Active
R0110,Trinity Tavern,Holly Springs,Pizza,43,1987,Active
R0110,Trinity Tavern,Holly Springs,Southern,43,1987,Active
R0111,Fayetteville Room,Garner,Southern,34,1978,Lapsed
R0112,Hargett Room,Durham,Seafood,51,1989,Active
R0112,Hargett Room,Durham,Mexican,51,1989,Active
R0112,Hargett Room,Durham,Buffet,51,1989,Active
R0112,Hargett Room,Durham,Bakery,51,1989,Active
R0112,Hargett Room,Durham,Southern,51,1989,Active
R0112,Hargett Room,Durham,Vegetarian Options,51,1989,Active
R0113,Peace Deli,Cary,Pizza,66,1997,Active
R0113,Peace Deli,Cary,Halal,66,1997,Active
R0113,Peace Deli,Cary,Late Night,66,1997,Active
R0113,Peace Deli,Cary,Mexican,66,1997,Active
R0113,Peace Deli,Cary,Breakfast,66,1997,Active
R0114,Brier Fish Camp,Raleigh,Pizza,67,2010,Active
R0114,Brier Fish Camp,Raleigh,Vegan,67,2010,Active
R0114,Brier Fish Camp,Raleigh,Italian,67,2010,Active
R0114,Brier Fish Camp,Raleigh,Vietnamese,67,2010,Active
R0115,Davie Kitchen,Durham,Breakfast,53,1979,Active
R0116,Cabarrus Bakery,Raleigh,Vietnamese,101,2023,Active
R0116,Cabarrus Bakery,Raleigh,Halal,101,2023,Active
R0116,Cabarrus Bakery,Raleigh,Mexican,101,2023,Active
R0116,Cabarrus Bakery,Raleigh,BBQ,101,2023,Active
R0116,Cabarrus Bakery,Raleigh,Thai,101,2023,Active
R0116,Cabarrus Bakery,Raleigh,Southern,101,2023,Active
R0117,Pullen Diner,Morrisville,Food Truck,44,2005,Active
R0117,Pullen Diner,Morrisville,Breakfast,44,2005,Active
R0117,Pullen Diner,Morrisville,Sports Bar,44,2005,Active
R0117,Pullen Diner,Morrisville,Pizza,44,2005,Active
R0117,Pullen Diner,Morrisville,Delivery,44,2005,Active
R0117,Pullen Diner,Morrisville,BBQ,44,2005,Active
R0117,Pullen Diner,Morrisville,Southern,44,2005,Active
R0118,Capital Diner,Cary,Vegetarian Options,68,2016,Active
R0118,Capital Diner,Cary,Bakery,68,2016,Active
R0119,Trinity Deli,Apex,Seafood,218,2019,Active
R0119,Trinity Deli,Apex,Mexican,218,2019,Active
R0119,Trinity Deli,Apex,Late Night,218,2019,Active
R0120,Davie Room,Fuquay-Varina,Italian,55,1975,Active
R0121,Tucker Table,Wake Forest,Delivery,84,2023,Active
R0121,Tucker Table,Wake Forest,Catering,84,2023,Active
R0121,Tucker Table,Wake Forest,Pizza,84,2023,Active
R0121,Tucker Table,Wake Forest,Vegetarian Options,84,2023,Active
R0122,Person Supper Club,Apex,Buffet,119,2021,Active
R0122,Person Supper Club,Apex,Catering,119,2021,Active
R0123,Falls Fish Camp,Knightdale,Vietnamese,32,1975,Active
R0123,Falls Fish Camp,Knightdale,Bakery,32,1975,Active
R0123,Falls Fish Camp,Knightdale,BBQ,32,1975,Active
R0124,Davie Table,Fuquay-Varina,Halal,32,2023,Active
R0124,Davie Table,Fuquay-Varina,Catering,32,2023,Active
R0124,Davie Table,Fuquay-Varina,Vegetarian Options,32,2023,Active
R0124,Davie Table,Fuquay-Varina,Mexican,32,2023,Active
R0124,Davie Table,Fuquay-Varina,Delivery,32,2023,Active
R0124,Davie Table,Fuquay-Varina,Southern,32,2023,Active
R0125,Bloodworth Canteen,Wake Forest,Food Truck,106,2002,Active
R0125,Bloodworth Canteen,Wake Forest,Vegan,106,2002,Active
R0125,Bloodworth Canteen,Wake Forest,Vegetarian Options,106,2002,Active
R0125,Bloodworth Canteen,Wake Forest,Buffet,106,2002,Active
R0125,Bloodworth Canteen,Wake Forest,Bakery,106,2002,Active
R0125,Bloodworth Canteen,Wake Forest,Sports Bar,106,2002,Active
R0126,Peace Public House,Fuquay-Varina,Pizza,45,1976,Active
R0126,Peace Public House,Fuquay-Varina,Mexican,45,1976,Active
R0126,Peace Public House,Fuquay-Varina,Italian,45,1976,Active
R0126,Peace Public House,Fuquay-Varina,Late Night,45,1976,Active
R0127,Morgan Fish Camp,Cary,BBQ,23,2018,Active
R0127,Morgan Fish Camp,Cary,Sports Bar,23,2018,Active
R0127,Morgan Fish Camp,Cary,Seafood,23,2018,Active
R0127,Morgan Fish Camp,Cary,Vegan,23,2018,Active
R0127,Morgan Fish Camp,Cary,Delivery,23,2018,Active
R0127,Morgan Fish Camp,Cary,Vegetarian Options,23,2018,Active
R0127,Morgan Fish Camp,Cary,Buffet,23,2018,Active
R0127,Morgan Fish Camp,Cary,Late Night,23,2018,Active
R0128,Person Bistro,Holly Springs,Coffee,48,1972,Active
R0128,Person Bistro,Holly Springs,Breakfast,48,1972,Active
R0128,Person Bistro,Holly Springs,Buffet,48,1972,Active
R0129,Umstead Public House,Morrisville,Vegan,141,1990,Active
R0129,Umstead Public House,Morrisville,Thai,141,1990,Active
R0129,Umstead Public House,Morrisville,Delivery,141,1990,Active
R0129,Umstead Public House,Morrisville,Halal,141,1990,Active
R0129,Umstead Public House,Morrisville,Southern,141,1990,Active
R0129,Umstead Public House,Morrisville,BBQ,141,1990,Active
R0129,Umstead Public House,Morrisville,Late Night,141,1990,Active
R0130,Martin Creamery,Fuquay-Varina,Late Night,97,1981,Active
R0131,Edenton Cafe,Fuquay-Varina,Coffee,40,1999,Active
R0131,Edenton Cafe,Fuquay-Varina,Vegan,40,1999,Active
R0131,Edenton Cafe,Fuquay-Varina,BBQ,40,1999,Active
R0131,Edenton Cafe,Fuquay-Varina,Vietnamese,40,1999,Active
R0131,Edenton Cafe,Fuquay-Varina,Late Night,40,1999,Active
R0131,Edenton Cafe,Fuquay-Varina,Italian,40,1999,Active
R0132,Hargett Fish Camp,Fuquay-Varina,Coffee,66,1991,Active
R0132,Hargett Fish Camp,Fuquay-Varina,Catering,66,1991,Active
R0133,Blount Diner,Knightdale,Seafood,73,1977,Active
R0133,Blount Diner,Knightdale,Vegan,73,1977,Active
R0133,Blount Diner,Knightdale,Bakery,73,1977,Active
R0133,Blount Diner,Knightdale,Coffee,73,1977,Active
R0134,Jones Public House,Raleigh,Italian,25,2008,Active
R0134,Jones Public House,Raleigh,Buffet,25,2008,Active
R0134,Jones Public House,Raleigh,Vegetarian Options,25,2008,Active
R0134,Jones Public House,Raleigh,Food Truck,25,2008,Active
R0134,Jones Public House,Raleigh,Delivery,25,2008,Active
R0135,Cabarrus House,Durham,Italian,112,2009,Active
R0135,Cabarrus House,Durham,Vegan,112,2009,Active
R0135,Cabarrus House,Durham,Delivery,112,2009,Active
R0135,Cabarrus House,Durham,Thai,112,2009,Active
R0135,Cabarrus House,Durham,Breakfast,112,2009,Active
R0135,Cabarrus House,Durham,Southern,112,2009,Active
R0135,Cabarrus House,Durham,BBQ,112,2009,Active
R0135,Cabarrus House,Durham,Mexican,112,2009,Active
R0136,Edenton Taqueria,Knightdale,Catering,118,2014,Active
R0136,Edenton Taqueria,Knightdale,Food Truck,118,2014,Active
R0136,Edenton Taqueria,Knightdale,Delivery,118,2014,Active
R0136,Edenton Taqueria,Knightdale,Late Night,118,2014,Active
R0136,Edenton Taqueria,Knightdale,Vietnamese,118,2014,Active
R0136,Edenton Taqueria,Knightdale,Mexican,118,2014,Active
R0136,Edenton Taqueria,Knightdale,Buffet,118,2014,Active
R0136,Edenton Taqueria,Knightdale,Breakfast,118,2014,Active
R0137,Bloodworth Noodle Bar,Holly Springs,Pizza,38,1978,Active
R0137,Bloodworth Noodle Bar,Holly Springs,Delivery,38,1978,Active
R0137,Bloodworth Noodle Bar,Holly Springs,Buffet,38,1978,Active
R0138,Person Counter,Morrisville,Bakery,116,1986,Lapsed
R0138,Person Counter,Morrisville,Vegetarian Options,116,1986,Lapsed
R0138,Person Counter,Morrisville,Late Night,116,1986,Lapsed
R0138,Person Counter,Morrisville,Italian,116,1986,Lapsed
R0138,Person Counter,Morrisville,Catering,116,1986,Lapsed
R0138,Person Counter,Morrisville,Southern,116,1986,Lapsed
R0138,Person Counter,Morrisville,Vietnamese,116,1986,Lapsed
R0138,Person Counter,Morrisville,Breakfast,116,1986,Lapsed
R0139,Jones Table,Morrisville,Seafood,84,1999,Active
R0139,Jones Table,Morrisville,Thai,84,1999,Active
R0139,Jones Table,Morrisville,Buffet,84,1999,Active
R0140,Bloodworth Creamery,Knightdale,Seafood,18,1983,Active
R0141,Lenoir Tavern,Holly Springs,Late Night,74,1996,Active
R0141,Lenoir Tavern,Holly Springs,Italian,74,1996,Active
R0141,Lenoir Tavern,Holly Springs,Buffet,74,1996,Active
R0141,Lenoir Tavern,Holly Springs,Seafood,74,1996,Active
R0141,Lenoir Tavern,Holly Springs,Southern,74,1996,Active
R0141,Lenoir Tavern,Holly Springs,BBQ,74,1996,Active
R0142,Salisbury Tavern,Wake Forest,BBQ,40,1976,Active
R0142,Salisbury Tavern,Wake Forest,Southern,40,1976,Active
R0142,Salisbury Tavern,Wake Forest,Vegetarian Options,40,1976,Active
R0142,Salisbury Tavern,Wake Forest,Coffee,40,1976,Active
R0143,Wilmington Table,Raleigh,Delivery,15,2010,Active
R0143,Wilmington Table,Raleigh,Seafood,15,2010,Active
R0143,Wilmington Table,Raleigh,Food Truck,15,2010,Active
R0143,Wilmington Table,Raleigh,Pizza,15,2010,Active
R0143,Wilmington Table,Raleigh,Mexican,15,2010,Active
R0143,Wilmington Table,Raleigh,Vegan,15,2010,Active
R0143,Wilmington Table,Raleigh,Late Night,15,2010,Active
R0143,Wilmington Table,Raleigh,Sports Bar,15,2010,Active
R0144,Trinity Counter,Apex,Sports Bar,54,1980,Active
R0144,Trinity Counter,Apex,Buffet,54,1980,Active
R0144,Trinity Counter,Apex,Vegan,54,1980,Active
R0144,Trinity Counter,Apex,Vietnamese,54,1980,Active
R0144,Trinity Counter,Apex,Breakfast,54,1980,Active
R0144,Trinity Counter,Apex,Vegetarian Options,54,1980,Active
R0144,Trinity Counter,Apex,Late Night,54,1980,Active
R0145,Jones Canteen,Cary,Catering,51,1977,Active
R0145,Jones Canteen,Cary,BBQ,51,1977,Active
R0145,Jones Canteen,Cary,Coffee,51,1977,Active
R0145,Jones Canteen,Cary,Halal,51,1977,Active
R0146,Lenoir Counter,Raleigh,Late Night,14,1979,Active
R0146,Lenoir Counter,Raleigh,Vegan,14,1979,Active
R0146,Lenoir Counter,Raleigh,Food Truck,14,1979,Active
R0146,Lenoir Counter,Raleigh,Sports Bar,14,1979,Active
R0146,Lenoir Counter,Raleigh,Italian,14,1979,Active
R0147,Tucker Cafe,Holly Springs,Bakery,35,1977,Active
R0147,Tucker Cafe,Holly Springs,Southern,35,1977,Active
R0147,Tucker Cafe,Holly Springs,Coffee,35,1977,Active
R0147,Tucker Cafe,Holly Springs,Breakfast,35,1977,Active
R0147,Tucker Cafe,Holly Springs,Vietnamese,35,1977,Active
R0147,Tucker Cafe,Holly Springs,Late Night,35,1977,Active
R0148,Salisbury Chophouse,Morrisville,Late Night,49,2018,Active
R0148,Salisbury Chophouse,Morrisville,Vietnamese,49,2018,Active
R0148,Salisbury Chophouse,Morrisville,Breakfast,49,2018,Active
R0148,Salisbury Chophouse,Morrisville,Italian,49,2018,Active
R0148,Salisbury Chophouse,Morrisville,Coffee,49,2018,Active
R0148,Salisbury Chophouse,Morrisville,Thai,49,2018,Active
R0148,Salisbury Chophouse,Morrisville,Delivery,49,2018,Active
R0148,Salisbury Chophouse,Morrisville,Pizza,49,2018,Active
R0149,Umstead Bakery,Durham,Southern,57,2019,Active
R0150,Neuse Public House,Apex,Catering,70,1989,Active
R0150,Neuse Public House,Apex,BBQ,70,1989,Active
R0150,Neuse Public House,Apex,Italian,70,1989,Active
R0150,Neuse Public House,Apex,Coffee,70,1989,Active
R0150,Neuse Public House,Apex,Buffet,70,1989,Active
R0150,Neuse Public House,Apex,Bakery,70,1989,Active
R0150,Neuse Public House,Apex,Late Night,70,1989,Active
R0151,Crabtree Chophouse,Fuquay-Varina,Food Truck,50,2001,Active
R0151,Crabtree Chophouse,Fuquay-Varina,Halal,50,2001,Active
R0151,Crabtree Chophouse,Fuquay-Varina,Breakfast,50,2001,Active
R0151,Crabtree Chophouse,Fuquay-Varina,Italian,50,2001,Active
R0151,Crabtree Chophouse,Fuquay-Varina,Mexican,50,2001,Active
R0151,Crabtree Chophouse,Fuquay-Varina,Sports Bar,50,2001,Active
R0151,Crabtree Chophouse,Fuquay-Varina,Coffee,50,2001,Active
R0151,Crabtree Chophouse,Fuquay-Varina,Thai,50,2001,Active
R0152,Glenwood Grill,Raleigh,Italian,23,2006,Active
R0152,Glenwood Grill,Raleigh,Seafood,23,2006,Active
R0152,Glenwood Grill,Raleigh,Catering,23,2006,Active
R0152,Glenwood Grill,Raleigh,Food Truck,23,2006,Active
R0152,Glenwood Grill,Raleigh,Bakery,23,2006,Active
R0153,Neuse Canteen,Apex,Late Night,75,1983,Active
R0153,Neuse Canteen,Apex,Sports Bar,75,1983,Active
R0153,Neuse Canteen,Apex,Vegan,75,1983,Active
R0153,Neuse Canteen,Apex,Catering,75,1983,Active
R0153,Neuse Canteen,Apex,Southern,75,1983,Active
R0153,Neuse Canteen,Apex,Vietnamese,75,1983,Active
R0153,Neuse Canteen,Apex,Coffee,75,1983,Active
R0154,Davie Fish Camp,Morrisville,BBQ,107,1990,Active
R0154,Davie Fish Camp,Morrisville,Thai,107,1990,Active
R0154,Davie Fish Camp,Morrisville,Bakery,107,1990,Active
R0154,Davie Fish Camp,Morrisville,Breakfast,107,1990,Active
R0154,Davie Fish Camp,Morrisville,Southern,107,1990,Active
R0154,Davie Fish Camp,Morrisville,Mexican,107,1990,Active
R0154,Davie Fish Camp,Morrisville,Sports Bar,107,1990,Active
R0154,Davie Fish Camp,Morrisville,Pizza,107,1990,Active
R0155,Davie Supper Club,Holly Springs,Thai,77,1980,Active
R0155,Davie Supper Club,Holly Springs,Buffet,77,1980,Active
R0155,Davie Supper Club,Holly Springs,Bakery,77,1980,Active
R0155,Davie Supper Club,Holly Springs,Sports Bar,77,1980,Active
R0155,Davie Supper Club,Holly Springs,Halal,77,1980,Active
R0155,Davie Supper Club,Holly Springs,BBQ,77,1980,Active
R0155,Davie Supper Club,Holly Springs,Breakfast,77,1980,Active
R0155,Davie Supper Club,Holly Springs,Late Night,77,1980,Active
R0156,Neuse Bakery,Knightdale,Breakfast,46,1977,Lapsed
R0156,Neuse Bakery,Knightdale,BBQ,46,1977,Lapsed
R0156,Neuse Bakery,Knightdale,Delivery,46,1977,Lapsed
R0157,Wilmington Noodle Bar,Apex,Catering,17,2014,Active
R0157,Wilmington Noodle Bar,Apex,Coffee,17,2014,Active
R0157,Wilmington Noodle Bar,Apex,Vegan,17,2014,Active
R0157,Wilmington Noodle Bar,Apex,Late Night,17,2014,Active
R0158,Cabarrus Bistro,Knightdale,Halal,23,1980,Active
R0158,Cabarrus Bistro,Knightdale,Sports Bar,23,1980,Active
R0158,Cabarrus Bistro,Knightdale,Mexican,23,1980,Active
R0158,Cabarrus Bistro,Knightdale,Seafood,23,1980,Active
R0158,Cabarrus Bistro,Knightdale,Buffet,23,1980,Active
R0158,Cabarrus Bistro,Knightdale,Catering,23,1980,Active
R0158,Cabarrus Bistro,Knightdale,Vegan,23,1980,Active
R0158,Cabarrus Bistro,Knightdale,Italian,23,1980,Active
R0159,Trinity Noodle Bar,Durham,Coffee,63,1991,Active
R0159,Trinity Noodle Bar,Durham,Southern,63,1991,Active
R0159,Trinity Noodle Bar,Durham,Breakfast,63,1991,Active
R0159,Trinity Noodle Bar,Durham,Vietnamese,63,1991,Active
R0160,Wilmington Bistro,Apex,Breakfast,41,2020,Active
R0160,Wilmington Bistro,Apex,Mexican,41,2020,Active
R0160,Wilmington Bistro,Apex,Late Night,41,2020,Active
R0160,Wilmington Bistro,Apex,Coffee,41,2020,Active
R0161,Davie Public House,Fuquay-Varina,Catering,34,2022,Active
R0161,Davie Public House,Fuquay-Varina,BBQ,34,2022,Active
R0162,Morgan Smokehouse,Cary,Italian,86,2004,Active
R0162,Morgan Smokehouse,Cary,Vegetarian Options,86,2004,Active
R0162,Morgan Smokehouse,Cary,Catering,86,2004,Active
R0162,Morgan Smokehouse,Cary,Breakfast,86,2004,Active
R0162,Morgan Smokehouse,Cary,Vegan,86,2004,Active
R0162,Morgan Smokehouse,Cary,Seafood,86,2004,Active
R0162,Morgan Smokehouse,Cary,BBQ,86,2004,Active
R0162,Morgan Smokehouse,Cary,Sports Bar,86,2004,Active
R0163,Harrington Tavern,Durham,Delivery,44,2022,Active
R0163,Harrington Tavern,Durham,Seafood,44,2022,Active
R0163,Harrington Tavern,Durham,Thai,44,2022,Active
R0163,Harrington Tavern,Durham,Breakfast,44,2022,Active
R0163,Harrington Tavern,Durham,Italian,44,2022,Active
R0163,Harrington Tavern,Durham,Southern,44,2022,Active
R0163,Harrington Tavern,Durham,Vietnamese,44,2022,Active
R0164,Brier Kitchen,Wake Forest,Sports Bar,23,2011,Active
R0164,Brier Kitchen,Wake Forest,Halal,23,2011,Active
R0164,Brier Kitchen,Wake Forest,Southern,23,2011,Active
R0165,Crabtree Supper Club,Raleigh,Food Truck,39,2002,Active
R0165,Crabtree Supper Club,Raleigh,Southern,39,2002,Active
R0165,Crabtree Supper Club,Raleigh,Italian,39,2002,Active
R0165,Crabtree Supper Club,Raleigh,Bakery,39,2002,Active
R0165,Crabtree Supper Club,Raleigh,Breakfast,39,2002,Active
R0165,Crabtree Supper Club,Raleigh,Late Night,39,2002,Active
R0166,Neuse Supper Club,Morrisville,Late Night,31,1992,Active
R0166,Neuse Supper Club,Morrisville,Halal,31,1992,Active
R0166,Neuse Supper Club,Morrisville,Southern,31,1992,Active
R0166,Neuse Supper Club,Morrisville,Bakery,31,1992,Active
R0166,Neuse Supper Club,Morrisville,Mexican,31,1992,Active
R0166,Neuse Supper Club,Morrisville,Vegan,31,1992,Active
R0166,Neuse Supper Club,Morrisville,Vegetarian Options,31,1992,Active
R0167,Peace Fish Camp,Apex,Coffee,69,1987,Active
R0167,Peace Fish Camp,Apex,Sports Bar,69,1987,Active
R0167,Peace Fish Camp,Apex,Vietnamese,69,1987,Active
R0167,Peace Fish Camp,Apex,Food Truck,69,1987,Active
R0167,Peace Fish Camp,Apex,Late Night,69,1987,Active
R0167,Peace Fish Camp,Apex,Vegetarian Options,69,1987,Active
R0168,Cabarrus Deli,Raleigh,Vegetarian Options,28,2016,Active
R0168,Cabarrus Deli,Raleigh,Delivery,28,2016,Active
R0168,Cabarrus Deli,Raleigh,Food Truck,28,2016,Active
R0169,Neuse Tavern,Garner,Catering,110,1972,Active
R0169,Neuse Tavern,Garner,Halal,110,1972,Active
R0170,Cameron Table,Apex,Vegetarian Options,27,1978,Active
R0170,Cameron Table,Apex,Breakfast,27,1978,Active
R0170,Cameron Table,Apex,Bakery,27,1978,Active
R0170,Cameron Table,Apex,Halal,27,1978,Active
R0171,Peace Chophouse,Cary,Food Truck,80,2013,Active
R0171,Peace Chophouse,Cary,Italian,80,2013,Active
R0171,Peace Chophouse,Cary,BBQ,80,2013,Active
R0171,Peace Chophouse,Cary,Catering,80,2013,Active
R0172,Harrington Canteen,Raleigh,Catering,144,1989,Active
R0172,Harrington Canteen,Raleigh,Bakery,144,1989,Active
R0172,Harrington Canteen,Raleigh,Late Night,144,1989,Active
R0172,Harrington Canteen,Raleigh,Southern,144,1989,Active
R0172,Harrington Canteen,Raleigh,Vegan,144,1989,Active
R0172,Harrington Canteen,Raleigh,Coffee,144,1989,Active
R0172,Harrington Canteen,Raleigh,Buffet,144,1989,Active
R0172,Harrington Canteen,Raleigh,Seafood,144,1989,Active
R0173,Trinity Creamery,Holly Springs,Buffet,52,1972,Active
R0174,Jones House,Fuquay-Varina,Catering,20,2018,Active
R0175,Hillsborough Public House,Knightdale,Catering,45,2019,Pending
R0175,Hillsborough Public House,Knightdale,Vietnamese,45,2019,Pending
R0175,Hillsborough Public House,Knightdale,Halal,45,2019,Pending
R0175,Hillsborough Public House,Knightdale,Thai,45,2019,Pending
R0175,Hillsborough Public House,Knightdale,Italian,45,2019,Pending
R0176,Boylan Creamery,Raleigh,BBQ,145,1976,Active
R0176,Boylan Creamery,Raleigh,Sports Bar,145,1976,Active
R0176,Boylan Creamery,Raleigh,Thai,145,1976,Active
R0176,Boylan Creamery,Raleigh,Late Night,145,1976,Active
R0176,Boylan Creamery,Raleigh,Buffet,145,1976,Active
R0177,Harrington Table,Knightdale,Southern,83,1989,Active
R0177,Harrington Table,Knightdale,Breakfast,83,1989,Active
R0177,Harrington Table,Knightdale,Sports Bar,83,1989,Active
R0178,Salisbury Diner,Durham,Sports Bar,28,1998,Active
R0178,Salisbury Diner,Durham,Mexican,28,1998,Active
R0178,Salisbury Diner,Durham,Halal,28,1998,Active
R0178,Salisbury Diner,Durham,Delivery,28,1998,Active
R0178,Salisbury Diner,Durham,Italian,28,1998,Active
R0178,Salisbury Diner,Durham,Thai,28,1998,Active
R0178,Salisbury Diner,Durham,Seafood,28,1998,Active
R0179,Crabtree Grill,Holly Springs,Delivery,15,1986,Active
R0179,Crabtree Grill,Holly Springs,Coffee,15,1986,Active
R0179,Crabtree Grill,Holly Springs,Bakery,15,1986,Active
R0179,Crabtree Grill,Holly Springs,Catering,15,1986,Active
R0179,Crabtree Grill,Holly Springs,Halal,15,1986,Active
R0179,Crabtree Grill,Holly Springs,Sports Bar,15,1986,Active
R0179,Crabtree Grill,Holly Springs,Seafood,15,1986,Active
R0179,Crabtree Grill,Holly Springs,Vegetarian Options,15,1986,Active
R0180,Blount Bistro,Morrisville,BBQ,93,1994,Active
R0180,Blount Bistro,Morrisville,Pizza,93,1994,Active
R0180,Blount Bistro,Morrisville,Sports Bar,93,1994,Active
R0180,Blount Bistro,Morrisville,Mexican,93,1994,Active
R0180,Blount Bistro,Morrisville,Breakfast,93,1994,Active
R0180,Blount Bistro,Morrisville,Southern,93,1994,Active
R0180,Blount Bistro,Morrisville,Buffet,93,1994,Active
R0181,Umstead Creamery,Fuquay-Varina,Vietnamese,171,1993,Active
R0181,Umstead Creamery,Fuquay-Varina,Sports Bar,171,1993,Active
R0181,Umstead Creamery,Fuquay-Varina,Vegan,171,1993,Active
R0181,Umstead Creamery,Fuquay-Varina,Delivery,171,1993,Active
R0181,Umstead Creamery,Fuquay-Varina,Thai,171,1993,Active
R0181,Umstead Creamery,Fuquay-Varina,Halal,171,1993,Active
R0182,Davie Cafe,Morrisville,Vegan,139,1999,Active
R0182,Davie Cafe,Morrisville,Thai,139,1999,Active
R0182,Davie Cafe,Morrisville,Delivery,139,1999,Active
R0182,Davie Cafe,Morrisville,Late Night,139,1999,Active
R0182,Davie Cafe,Morrisville,Vegetarian Options,139,1999,Active
R0182,Davie Cafe,Morrisville,Italian,139,1999,Active
R0182,Davie Cafe,Morrisville,Seafood,139,1999,Active
R0183,Brier Bistro,Durham,Catering,30,2011,Active
R0183,Brier Bistro,Durham,Food Truck,30,2011,Active
